transaction_id,base_amount,fx_rate,amount_usd,merchant_name,idempotency_key,transaction_ts,is_corrupt
TX-0000267,371.75,1.25,1161.72,Muller GmbH,IDEMP-000267,2025-01-03T18:30:00Z,1
TX-0000268,411.73,1.25,514.66,Nino Store,IDEMP-000268,2025-01-03T18:45:00Z,0
TX-0000269,143.7,0.9,129.33,Muller GmbH,IDEMP-001877,2025-01-03T19:00:00Z,0
TX-0000270,150.11,1.0,150.11,Muller GmbH,IDEMP-000270,2025-01-03T19:15:00Z,0
TX-0000271,414.05,1.25,517.56,Cafe Central,IDEMP-001188,2025-01-03T19:30:00Z,0
TX-0000272,16.82,1.25,21.02,Nino Store,IDEMP-000272,2025-01-03T19:45:00Z,0
TX-0000273,29.52,1.0,73.8,Nino Store,IDEMP-000273,2025-01-03T20:00:00Z,1
TX-0000274,422.81,1.0,422.81,Cafe Central,IDEMP-000274,2025-01-03T20:15:00Z,0
TX-0000275,196.29,1.1,215.92,Nino Store,IDEMP-000275,2025-01-03T20:30:00Z,0
TX-0000276,193.16,1.0,193.16,Nino Store,IDEMP-000276,2025-01-03T20:45:00Z,0
TX-0000277,174.78,0.9,157.3,Sao Mart,IDEMP-001549,2025-01-03T21:00:00Z,0
TX-0000278,147.75,0.9,199.47,Muller GmbH,IDEMP-000278,2025-01-03T21:15:00Z,1
TX-0000279,344.9,1.25,431.12,Nino Store,IDEMP-000279,2025-01-03T21:30:00Z,0
TX-0000280,68.79,1.25,85.99,Muller GmbH,IDEMP-000280,2025-01-03T21:45:00Z,0
TX-0000281,437.62,1.1,481.38,Sao Mart,IDEMP-000281,2025-01-03T22:00:00Z,0
TX-0000282,496.88,0.9,894.38,Sao Mart,IDEMP-000282,2025-01-03T22:15:00Z,1
TX-0000283,403.83,1.0,403.83,Cafe Central,IDEMP-000283,2025-01-03T22:30:00Z,0
TX-0000284,116.43,0.9,104.79,Muller GmbH,IDEMP-000284,2025-01-03T22:45:00Z,0
TX-0000285,379.82,1.0,949.55,Muller GmbH,IDEMP-000285,2025-01-03T23:00:00Z,1
TX-0000286,423.64,1.1,466.0,Muller GmbH,IDEMP-000286,2025-01-03T23:15:00Z,0
TX-0000287,66.02,1.0,66.02,Cafe Central,IDEMP-000287,2025-01-03T23:30:00Z,0
TX-0000288,309.92,0.9,278.93,Sao Mart,IDEMP-000288,2025-01-03T23:45:00Z,0
TX-0000289,77.09,1.1,84.8,Muller GmbH,IDEMP-000289,2025-01-04T00:00:00Z,0
TX-0000290,328.9,1.1,542.69,SÃ£o Mart,IDEMP-000290,2025-01-04T00:15:00Z,1
TX-0000291,93.56,1.0,93.56,Nino Store,IDEMP-000291,2025-01-04T00:30:00Z,0
TX-0000292,63.45,0.9,57.1,Muller GmbH,IDEMP-000292,2025-01-04T00:45:00Z,0
TX-0000293,186.41,1.25,233.01,Sao Mart,IDEMP-000293,2025-01-04T01:00:00Z,0
TX-0000294,167.21,0.9,150.49,Cafe Central,IDEMP-000294,2025-01-04T01:15:00Z,0
TX-0000295,304.31,0.9,273.88,Muller GmbH,IDEMP-000295,2025-01-04T01:30:00Z,0
TX-0000296,266.89,1.0,266.89,Muller GmbH,IDEMP-000296,2025-01-04T01:45:00Z,0
TX-0000297,403.27,1.0,403.27,Nino Store,IDEMP-000297,2025-01-04T02:00:00Z,0
TX-0000298,164.97,1.0,164.97,Muller GmbH,IDEMP-000298,2025-01-04T02:15:00Z,0
TX-0000299,43.69,0.9,39.32,Cafe Central,IDEMP-000299,2025-01-04T02:30:00Z,0
TX-0000300,362.65,1.25,453.31,Muller GmbH,IDEMP-000300,2025-01-04T02:45:00Z,0
TX-0000301,160.5,1.25,200.62,Nino Store,IDEMP-001964,2025-01-04T03:00:00Z,0
TX-0000302,237.48,1.25,742.12,Muller GmbH,IDEMP-000302,2025-01-04T03:15:00Z,1
TX-0000303,76.18,1.0,114.27,Sao Mart,IDEMP-000303,2025-01-04T03:30:00Z,1
TX-0000304,77.72,0.9,69.95,Muller GmbH,IDEMP-000304,2025-01-04T03:45:00Z,0
TX-0000305,211.97,0.9,190.77,Nino Store,IDEMP-000305,2025-01-04T04:00:00Z,0
TX-0000306,431.45,1.0,431.45,Sao Mart,IDEMP-000306,2025-01-04T04:15:00Z,0
TX-0000307,52.33,0.9,47.1,Nino Store,IDEMP-000307,2025-01-04T04:30:00Z,0
TX-0000308,245.05,1.0,245.05,Nino Store,IDEMP-000308,2025-01-04T04:45:00Z,0
TX-0000309,67.05,1.25,83.81,Cafe Central,IDEMP-000309,2025-01-04T05:00:00Z,0
TX-0000310,166.21,1.0,166.21,Sao Mart,IDEMP-000310,2025-01-04T05:15:00Z,0
TX-0000311,425.09,1.0,425.09,Sao Mart,IDEMP-000311,2025-01-04T05:30:00Z,0
TX-0000312,425.45,1.25,1063.62,Muller GmbH,IDEMP-000312,2025-01-04T05:45:00Z,1
TX-0000313,135.91,0.9,122.32,Nino Store,IDEMP-000313,2025-01-04T06:00:00Z,0
TX-0000314,443.44,0.9,399.1,MÃ¼ller GmbH,IDEMP-000314,2025-01-04T06:15:00Z,0
TX-0000315,298.39,1.0,298.39,Muller GmbH,IDEMP-000315,2025-01-04T06:30:00Z,0
TX-0000316,279.63,1.0,279.63,NiÃ±o Store,IDEMP-000316,2025-01-04T06:45:00Z,0
TX-0000317,486.72,1.0,486.72,Nino Store,IDEMP-000317,2025-01-04T07:00:00Z,0
TX-0000318,318.06,1.0,318.06,Muller GmbH,IDEMP-000318,2025-01-04T07:15:00Z,0
TX-0000319,213.71,0.9,192.34,Cafe Central,IDEMP-000319,2025-01-04T07:30:00Z,0
TX-0000320,244.38,1.0,244.38,Sao Mart,IDEMP-000320,2025-01-04T07:45:00Z,0
TX-0000321,488.85,1.1,537.74,Sao Mart,IDEMP-000321,2025-01-04T08:00:00Z,0
TX-0000322,232.45,1.25,435.84,Sao Mart,IDEMP-000322,2025-01-04T08:15:00Z,1
TX-0000323,131.77,0.9,177.88,Nino Store,IDEMP-000323,2025-01-04T08:30:00Z,1
TX-0000324,249.17,1.0,373.76,Muller GmbH,IDEMP-000324,2025-01-04T08:45:00Z,1
TX-0000325,114.96,0.9,103.46,Cafe Central,IDEMP-000325,2025-01-04T09:00:00Z,0
TX-0000326,273.01,0.9,245.71,Cafe Central,IDEMP-000326,2025-01-04T09:15:00Z,0
TX-0000327,431.04,1.0,431.04,Sao Mart,IDEMP-000327,2025-01-04T09:30:00Z,0
TX-0000328,34.92,1.0,34.92,Sao Mart,IDEMP-000328,2025-01-04T09:45:00Z,0
TX-0000329,103.89,1.0,103.89,Muller GmbH,IDEMP-000329,2025-01-04T10:00:00Z,0
TX-0000330,374.92,1.0,374.92,Muller GmbH,IDEMP-000330,2025-01-04T10:15:00Z,0
TX-0000331,99.86,0.9,134.8,Sao Mart,IDEMP-000331,2025-01-04T10:30:00Z,1
TX-0000332,110.73,1.1,182.7,Sao Mart,IDEMP-001538,2025-01-04T10:45:00Z,1
TX-0000333,298.77,1.1,328.65,Nino Store,IDEMP-000333,2025-01-04T11:00:00Z,0
TX-0000334,252.41,1.1,277.65,Muller GmbH,IDEMP-000334,2025-01-04T11:15:00Z,0
TX-0000335,25.41,1.0,25.41,Muller GmbH,IDEMP-000335,2025-01-04T11:30:00Z,0
TX-0000336,71.32,1.1,117.68,Muller GmbH,IDEMP-000336,2025-01-04T11:45:00Z,1
TX-0000337,387.82,1.0,387.82,Cafe Central,IDEMP-000337,2025-01-04T12:00:00Z,0
TX-0000338,227.35,1.25,284.19,Sao Mart,IDEMP-000338,2025-01-04T12:15:00Z,0
TX-0000339,141.12,1.25,176.4,Sao Mart,IDEMP-000339,2025-01-04T12:30:00Z,0
TX-0000340,139.76,0.9,125.78,Muller GmbH,IDEMP-000340,2025-01-04T12:45:00Z,0
TX-0000341,342.43,1.1,376.67,Muller GmbH,IDEMP-000341,2025-01-04T13:00:00Z,0
TX-0000342,340.43,1.0,340.43,Sao Mart,IDEMP-000342,2025-01-04T13:15:00Z,0
TX-0000343,356.39,1.1,588.04,Muller GmbH,IDEMP-000343,2025-01-04T13:30:00Z,1
TX-0000344,328.91,0.9,296.02,Cafe Central,IDEMP-000344,2025-01-04T13:45:00Z,0
TX-0000345,244.64,1.1,269.1,Cafe Central,IDEMP-000345,2025-01-04T14:00:00Z,0
TX-0000346,209.49,0.9,188.54,Nino Store,IDEMP-000346,2025-01-04T14:15:00Z,0
TX-0000347,142.55,1.25,178.19,Cafe Central,IDEMP-001190,2025-01-04T14:30:00Z,0
TX-0000348,119.15,1.1,131.07,Muller GmbH,IDEMP-000348,2025-01-04T14:45:00Z,0
TX-0000349,454.74,0.9,409.27,Cafe Central,IDEMP-000349,2025-01-04T15:00:00Z,0
TX-0000350,28.1,1.0,28.1,Muller GmbH,IDEMP-000350,2025-01-04T15:15:00Z,0
TX-0000351,344.93,1.1,379.42,Nino Store,IDEMP-000351,2025-01-04T15:30:00Z,0
TX-0000352,120.93,1.25,151.16,Muller GmbH,IDEMP-000352,2025-01-04T15:45:00Z,0
TX-0000353,235.68,1.25,294.6,Muller GmbH,IDEMP-000353,2025-01-04T16:00:00Z,0
TX-0000354,473.24,1.25,1183.1,Sao Mart,IDEMP-000354,2025-01-04T16:15:00Z,1
TX-0000355,479.73,1.25,599.66,Muller GmbH,IDEMP-000355,2025-01-04T16:30:00Z,0
TX-0000356,131.38,0.9,118.24,NiÃ±o Store,IDEMP-000356,2025-01-04T16:45:00Z,0
TX-0000357,33.13,1.25,41.41,Sao Mart,IDEMP-000357,2025-01-04T17:00:00Z,0
TX-0000358,485.78,1.0,485.78,Sao Mart,IDEMP-000358,2025-01-04T17:15:00Z,0
TX-0000359,337.9,1.1,371.69,Sao Mart,IDEMP-000359,2025-01-04T17:30:00Z,0
TX-0000360,416.77,1.0,416.77,Sao Mart,IDEMP-000360,2025-01-04T17:45:00Z,0
TX-0000361,416.61,1.0,833.22,Sao Mart,IDEMP-000361,2025-01-04T18:00:00Z,1
TX-0000362,229.5,1.0,229.5,Muller GmbH,IDEMP-000362,2025-01-04T18:15:00Z,0
TX-0000363,305.8,1.0,305.8,MÃ¼ller GmbH,IDEMP-000363,2025-01-04T18:30:00Z,0
TX-0000364,118.62,1.25,222.42,Muller GmbH,IDEMP-000364,2025-01-04T18:45:00Z,1
TX-0000365,129.0,1.25,322.5,Muller GmbH,IDEMP-000611,2025-01-04T19:00:00Z,1
TX-0000366,266.0,1.25,332.5,Muller GmbH,IDEMP-000366,2025-01-04T19:15:00Z,0
TX-0000367,437.91,1.25,547.39,Sao Mart,IDEMP-001475,2025-01-04T19:30:00Z,0
TX-0000368,203.3,1.25,254.12,Sao Mart,IDEMP-000368,2025-01-04T19:45:00Z,0
TX-0000369,161.66,1.25,202.08,Sao Mart,IDEMP-000369,2025-01-04T20:00:00Z,0
TX-0000370,245.65,1.1,270.22,Nino Store,IDEMP-000370,2025-01-04T20:15:00Z,0
TX-0000371,66.38,0.9,59.74,Nino Store,IDEMP-000371,2025-01-04T20:30:00Z,0
TX-0000372,268.55,0.9,241.7,Nino Store,IDEMP-000372,2025-01-04T20:45:00Z,0
TX-0000373,359.23,1.25,449.04,Nino Store,IDEMP-000373,2025-01-04T21:00:00Z,0
TX-0000374,242.45,0.9,218.2,Muller GmbH,IDEMP-000374,2025-01-04T21:15:00Z,0
TX-0000375,397.73,0.9,357.96,Nino Store,IDEMP-000375,2025-01-04T21:30:00Z,0
TX-0000376,109.88,0.9,98.89,Sao Mart,IDEMP-000376,2025-01-04T21:45:00Z,0
TX-0000377,371.64,0.9,334.48,Cafe Central,IDEMP-000377,2025-01-04T22:00:00Z,0
TX-0000378,413.98,1.0,413.98,Nino Store,IDEMP-000378,2025-01-04T22:15:00Z,0
TX-0000379,363.73,1.1,400.1,Sao Mart,IDEMP-000379,2025-01-04T22:30:00Z,0
TX-0000380,379.61,1.0,379.61,Nino Store,IDEMP-000500,2025-01-04T22:45:00Z,0
TX-0000381,418.94,1.1,460.83,Cafe Central,IDEMP-000381,2025-01-04T23:00:00Z,0
TX-0000382,33.32,1.0,33.32,Sao Mart,IDEMP-000382,2025-01-04T23:15:00Z,0
TX-0000383,237.55,0.9,213.8,Muller GmbH,IDEMP-000383,2025-01-04T23:30:00Z,0
TX-0000384,293.07,0.9,263.76,MÃ¼ller GmbH,IDEMP-000407,2025-01-04T23:45:00Z,0
TX-0000385,190.66,1.25,238.32,Sao Mart,IDEMP-000385,2025-01-05T00:00:00Z,0
TX-0000386,224.94,1.0,224.94,Nino Store,IDEMP-000386,2025-01-05T00:15:00Z,0
TX-0000387,469.75,1.0,469.75,Sao Mart,IDEMP-000387,2025-01-05T00:30:00Z,0
TX-0000388,24.16,1.1,26.58,Nino Store,IDEMP-000388,2025-01-05T00:45:00Z,0
TX-0000389,496.46,1.0,496.46,Nino Store,IDEMP-000389,2025-01-05T01:00:00Z,0
TX-0000390,442.28,0.9,398.05,Nino Store,IDEMP-000390,2025-01-05T01:15:00Z,0
TX-0000391,87.47,1.1,96.22,Muller GmbH,IDEMP-000391,2025-01-05T01:30:00Z,0
TX-0000392,238.14,1.1,654.88,Cafe Central,IDEMP-001835,2025-01-05T01:45:00Z,1
TX-0000393,413.06,1.25,516.33,Sao Mart,IDEMP-000393,2025-01-05T02:00:00Z,0
TX-0000394,176.93,1.0,176.93,NiÃ±o Store,IDEMP-000394,2025-01-05T02:15:00Z,0
TX-0000395,286.75,1.25,358.44,Sao Mart,IDEMP-000395,2025-01-05T02:30:00Z,0
TX-0000396,198.83,1.0,198.83,MÃ¼ller GmbH,IDEMP-000396,2025-01-05T02:45:00Z,0
TX-0000397,461.6,1.0,1154.0,Sao Mart,IDEMP-000397,2025-01-05T03:00:00Z,1
TX-0000398,205.47,1.25,513.68,Muller GmbH,IDEMP-000398,2025-01-05T03:15:00Z,1
TX-0000399,230.3,1.0,230.3,Nino Store,IDEMP-000399,2025-01-05T03:30:00Z,0
TX-0000400,221.99,0.9,199.79,Muller GmbH,IDEMP-000400,2025-01-05T03:45:00Z,0
TX-0000401,269.34,1.25,336.67,Sao Mart,IDEMP-000401,2025-01-05T04:00:00Z,0
TX-0000402,464.39,1.25,580.49,Nino Store,IDEMP-000402,2025-01-05T04:15:00Z,0
TX-0000403,301.55,0.9,271.4,Nino Store,IDEMP-000403,2025-01-05T04:30:00Z,0
TX-0000404,19.05,1.25,23.81,Muller GmbH,IDEMP-000404,2025-01-05T04:45:00Z,0
TX-0000405,292.74,1.0,292.74,Cafe Central,IDEMP-000405,2025-01-05T05:00:00Z,0
TX-0000406,35.3,0.9,31.77,Cafe Central,IDEMP-000406,2025-01-05T05:15:00Z,0
TX-0000407,125.08,1.1,137.59,Sao Mart,IDEMP-000407,2025-01-05T05:30:00Z,0
TX-0000408,470.55,1.0,705.82,Nino Store,IDEMP-000408,2025-01-05T05:45:00Z,1
TX-0000409,14.73,0.9,13.26,Cafe Central,IDEMP-000409,2025-01-05T06:00:00Z,0
TX-0000410,491.88,1.0,491.88,Nino Store,IDEMP-000410,2025-01-05T06:15:00Z,0
TX-0000411,75.47,1.1,83.02,Sao Mart,IDEMP-000411,2025-01-05T06:30:00Z,0
TX-0000412,144.33,1.0,216.5,Sao Mart,IDEMP-000412,2025-01-05T06:45:00Z,1
TX-0000413,190.23,1.25,237.79,Muller GmbH,IDEMP-000413,2025-01-05T07:00:00Z,0
TX-0000414,414.14,1.0,414.14,Sao Mart,IDEMP-000414,2025-01-05T07:15:00Z,0
TX-0000415,457.16,1.0,457.16,Cafe Central,IDEMP-000415,2025-01-05T07:30:00Z,0
TX-0000416,388.15,1.25,485.19,Cafe Central,IDEMP-000416,2025-01-05T07:45:00Z,0
TX-0000417,144.16,1.25,360.4,Muller GmbH,IDEMP-000417,2025-01-05T08:00:00Z,1
TX-0000418,432.89,1.0,432.89,Sao Mart,IDEMP-000418,2025-01-05T08:15:00Z,0
TX-0000419,228.04,0.9,205.24,Cafe Central,IDEMP-000419,2025-01-05T08:30:00Z,0
TX-0000420,42.39,0.9,38.15,Sao Mart,IDEMP-000420,2025-01-05T08:45:00Z,0
TX-0000421,253.85,1.1,279.24,Cafe Central,IDEMP-000421,2025-01-05T09:00:00Z,0
TX-0000422,33.04,1.1,36.34,Sao Mart,IDEMP-000422,2025-01-05T09:15:00Z,0
TX-0000423,212.37,1.0,212.37,Cafe Central,IDEMP-000423,2025-01-05T09:30:00Z,0
TX-0000424,277.33,1.1,305.06,Muller GmbH,IDEMP-000424,2025-01-05T09:45:00Z,0
TX-0000425,94.87,0.9,85.38,Muller GmbH,IDEMP-000425,2025-01-05T10:00:00Z,0
TX-0000426,37.2,1.25,46.5,Sao Mart,IDEMP-000426,2025-01-05T10:15:00Z,0
TX-0000427,453.99,1.0,453.99,Nino Store,IDEMP-000427,2025-01-05T10:30:00Z,0
TX-0000428,335.11,1.0,670.22,Cafe Central,IDEMP-000428,2025-01-05T10:45:00Z,1
TX-0000429,215.61,1.25,269.51,SÃ£o Mart,IDEMP-000429,2025-01-05T11:00:00Z,0
TX-0000430,380.09,0.9,513.12,Muller GmbH,IDEMP-000430,2025-01-05T11:15:00Z,1
TX-0000431,176.73,1.25,220.91,Cafe Central,IDEMP-000431,2025-01-05T11:30:00Z,0
TX-0000432,384.22,1.1,422.64,MÃ¼ller GmbH,IDEMP-000432,2025-01-05T11:45:00Z,0
TX-0000433,298.85,0.9,268.97,Sao Mart,IDEMP-000433,2025-01-05T12:00:00Z,0
TX-0000434,156.04,1.1,171.64,Nino Store,IDEMP-000434,2025-01-05T12:15:00Z,0
TX-0000435,378.95,1.1,416.84,Cafe Central,IDEMP-000435,2025-01-05T12:30:00Z,0
TX-0000436,207.38,0.9,186.64,Nino Store,IDEMP-000436,2025-01-05T12:45:00Z,0
TX-0000437,319.67,1.1,351.64,Sao Mart,IDEMP-000437,2025-01-05T13:00:00Z,0
TX-0000438,298.01,1.1,327.81,Sao Mart,IDEMP-000438,2025-01-05T13:15:00Z,0
TX-0000439,267.75,1.25,334.69,Cafe Central,IDEMP-000439,2025-01-05T13:30:00Z,0
TX-0000440,392.73,1.0,392.73,Cafe Central,IDEMP-000440,2025-01-05T13:45:00Z,0
TX-0000441,78.04,1.1,85.84,Sao Mart,IDEMP-000441,2025-01-05T14:00:00Z,0
TX-0000442,30.28,1.1,33.31,Sao Mart,IDEMP-000442,2025-01-05T14:15:00Z,0
TX-0000443,34.53,1.25,86.32,SÃ£o Mart,IDEMP-000443,2025-01-05T14:30:00Z,1
TX-0000444,237.71,0.9,213.94,Muller GmbH,IDEMP-000444,2025-01-05T14:45:00Z,0
TX-0000445,85.54,0.9,76.99,Sao Mart,IDEMP-000445,2025-01-05T15:00:00Z,0
TX-0000446,368.58,0.9,331.72,Nino Store,IDEMP-000446,2025-01-05T15:15:00Z,0
TX-0000447,184.93,1.25,231.16,Cafe Central,IDEMP-000919,2025-01-05T15:30:00Z,0
TX-0000448,223.69,0.9,201.32,Nino Store,IDEMP-000448,2025-01-05T15:45:00Z,0
TX-0000449,79.09,1.0,197.73,Sao Mart,IDEMP-000449,2025-01-05T16:00:00Z,1
TX-0000450,230.39,0.9,207.35,Muller GmbH,IDEMP-000450,2025-01-05T16:15:00Z,0
TX-0000451,431.14,1.25,538.92,Cafe Central,IDEMP-000451,2025-01-05T16:30:00Z,0
TX-0000452,309.36,1.25,386.7,Nino Store,IDEMP-001782,2025-01-05T16:45:00Z,0
TX-0000453,25.31,0.9,22.78,Cafe Central,IDEMP-000453,2025-01-05T17:00:00Z,0
TX-0000454,299.09,1.25,373.86,Nino Store,IDEMP-001507,2025-01-05T17:15:00Z,0
TX-0000455,394.52,1.25,493.15,Sao Mart,IDEMP-000455,2025-01-05T17:30:00Z,0
TX-0000456,302.56,1.0,302.56,Cafe Central,IDEMP-000456,2025-01-05T17:45:00Z,0
TX-0000457,185.96,1.0,185.96,Cafe Central,IDEMP-000457,2025-01-05T18:00:00Z,0
TX-0000458,361.22,1.1,397.34,Sao Mart,IDEMP-000458,2025-01-05T18:15:00Z,0
TX-0000459,491.34,0.9,663.32,Sao Mart,IDEMP-000459,2025-01-05T18:30:00Z,1
TX-0000460,239.37,1.1,263.31,Muller GmbH,IDEMP-000460,2025-01-05T18:45:00Z,0
TX-0000461,39.24,1.25,98.1,Cafe Central,IDEMP-000461,2025-01-05T19:00:00Z,1
TX-0000462,408.96,1.25,511.2,Nino Store,IDEMP-000462,2025-01-05T19:15:00Z,0
TX-0000463,328.18,1.0,328.18,Muller GmbH,IDEMP-000463,2025-01-05T19:30:00Z,0
TX-0000464,331.12,1.0,331.12,Sao Mart,IDEMP-000464,2025-01-05T19:45:00Z,0
TX-0000465,157.81,1.25,197.26,Cafe Central,IDEMP-000465,2025-01-05T20:00:00Z,0
TX-0000466,265.19,1.25,497.24,Muller GmbH,IDEMP-000466,2025-01-05T20:15:00Z,1
TX-0000467,317.5,1.25,396.88,Muller GmbH,IDEMP-000467,2025-01-05T20:30:00Z,0
TX-0000468,452.02,1.0,452.02,Nino Store,IDEMP-000468,2025-01-05T20:45:00Z,0
TX-0000469,159.07,1.0,397.67,Muller GmbH,IDEMP-000469,2025-01-05T21:00:00Z,1
TX-0000470,82.67,1.25,103.34,Nino Store,IDEMP-000470,2025-01-05T21:15:00Z,0
TX-0000471,54.83,1.25,68.54,Nino Store,IDEMP-000471,2025-01-05T21:30:00Z,0
TX-0000472,32.33,0.9,29.1,Cafe Central,IDEMP-000472,2025-01-05T21:45:00Z,0
TX-0000473,108.0,1.1,118.8,Sao Mart,IDEMP-000473,2025-01-05T22:00:00Z,0
TX-0000474,215.21,1.0,215.21,Sao Mart,IDEMP-000474,2025-01-05T22:15:00Z,0
TX-0000475,128.7,1.0,128.7,Muller GmbH,IDEMP-000475,2025-01-05T22:30:00Z,0
TX-0000476,411.31,1.0,411.31,Cafe Central,IDEMP-000476,2025-01-05T22:45:00Z,0
TX-0000477,103.3,1.25,129.12,Nino Store,IDEMP-000477,2025-01-05T23:00:00Z,0
TX-0000478,178.36,1.25,222.95,Cafe Central,IDEMP-000478,2025-01-05T23:15:00Z,0
TX-0000479,443.18,1.1,487.5,Sao Mart,IDEMP-000479,2025-01-05T23:30:00Z,0
TX-0000480,407.34,1.0,611.01,Nino Store,IDEMP-000480,2025-01-05T23:45:00Z,1
TX-0000481,177.58,0.9,159.82,Muller GmbH,IDEMP-000481,2025-01-06T00:00:00Z,0
TX-0000482,360.36,1.0,360.36,Sao Mart,IDEMP-000482,2025-01-06T00:15:00Z,0
TX-0000483,124.86,1.25,390.17,Sao Mart,IDEMP-000483,2025-01-06T00:30:00Z,1
TX-0000484,476.18,1.1,1309.5,Sao Mart,IDEMP-000484,2025-01-06T00:45:00Z,1
TX-0000485,484.68,1.1,1332.88,Muller GmbH,IDEMP-000194,2025-01-06T01:00:00Z,1
TX-0000486,228.15,0.9,205.34,Sao Mart,IDEMP-000486,2025-01-06T01:15:00Z,0
TX-0000487,16.02,0.9,14.42,Sao Mart,IDEMP-000487,2025-01-06T01:30:00Z,0
TX-0000488,452.9,1.0,452.9,Muller GmbH,IDEMP-000488,2025-01-06T01:45:00Z,0
TX-0000489,16.38,1.1,18.02,Nino Store,IDEMP-000489,2025-01-06T02:00:00Z,0
TX-0000490,78.57,0.9,70.71,Sao Mart,IDEMP-000490,2025-01-06T02:15:00Z,0
TX-0000491,432.51,1.0,432.51,Muller GmbH,IDEMP-000491,2025-01-06T02:30:00Z,0
TX-0000492,456.16,1.1,501.78,Sao Mart,IDEMP-000492,2025-01-06T02:45:00Z,0
TX-0000493,430.22,0.9,387.2,Sao Mart,IDEMP-000493,2025-01-06T03:00:00Z,0
TX-0000494,136.9,1.25,171.12,Nino Store,IDEMP-000494,2025-01-06T03:15:00Z,0
TX-0000495,483.74,1.1,532.11,Nino Store,IDEMP-000495,2025-01-06T03:30:00Z,0
TX-0000496,357.55,1.0,357.55,Nino Store,IDEMP-000496,2025-01-06T03:45:00Z,0
TX-0000497,148.8,1.25,186.0,Cafe Central,IDEMP-000497,2025-01-06T04:00:00Z,0
TX-0000498,70.32,1.1,77.35,Muller GmbH,IDEMP-000498,2025-01-06T04:15:00Z,0
TX-0000499,97.39,1.1,107.13,Nino Store,IDEMP-000499,2025-01-06T04:30:00Z,0
TX-0000500,40.62,1.0,40.62,Muller GmbH,IDEMP-000500,2025-01-06T04:45:00Z,0
TX-0000501,428.61,1.1,471.47,Sao Mart,IDEMP-000501,2025-01-06T05:00:00Z,0
TX-0000502,406.41,0.9,365.77,NiÃ±o Store,IDEMP-000502,2025-01-06T05:15:00Z,0
TX-0000503,441.36,0.9,595.83,Muller GmbH,IDEMP-000503,2025-01-06T05:30:00Z,1
TX-0000504,494.42,1.25,618.02,Cafe Central,IDEMP-000504,2025-01-06T05:45:00Z,0
TX-0000505,334.41,1.0,334.41,Sao Mart,IDEMP-000505,2025-01-06T06:00:00Z,0
TX-0000506,26.25,1.1,28.88,Cafe Central,IDEMP-000506,2025-01-06T06:15:00Z,0
TX-0000507,124.42,1.0,186.63,Sao Mart,IDEMP-000507,2025-01-06T06:30:00Z,1
TX-0000508,83.37,1.1,91.71,Muller GmbH,IDEMP-000508,2025-01-06T06:45:00Z,0
TX-0000509,295.98,0.9,266.38,Muller GmbH,IDEMP-000509,2025-01-06T07:00:00Z,0
TX-0000510,243.96,0.9,219.56,Sao Mart,IDEMP-000510,2025-01-06T07:15:00Z,0
TX-0000511,466.89,1.0,466.89,Nino Store,IDEMP-000511,2025-01-06T07:30:00Z,0
TX-0000512,202.23,1.1,556.12,Cafe Central,IDEMP-000512,2025-01-06T07:45:00Z,1
TX-0000513,39.62,1.1,43.58,SÃ£o Mart,IDEMP-000513,2025-01-06T08:00:00Z,0
TX-0000514,21.68,1.0,32.52,Sao Mart,IDEMP-000514,2025-01-06T08:15:00Z,1
TX-0000515,407.2,0.9,366.48,Cafe Central,IDEMP-000515,2025-01-06T08:30:00Z,0
TX-0000516,321.26,1.25,401.58,Muller GmbH,IDEMP-000516,2025-01-06T08:45:00Z,0
TX-0000517,103.48,1.25,129.35,Muller GmbH,IDEMP-000517,2025-01-06T09:00:00Z,0
TX-0000518,454.17,1.1,499.59,Cafe Central,IDEMP-000518,2025-01-06T09:15:00Z,0
TX-0000519,283.85,1.25,354.81,NiÃ±o Store,IDEMP-000519,2025-01-06T09:30:00Z,0
TX-0000520,307.88,1.25,962.12,Nino Store,IDEMP-000520,2025-01-06T09:45:00Z,1
TX-0000521,461.1,1.25,576.38,Muller GmbH,IDEMP-000521,2025-01-06T10:00:00Z,0
TX-0000522,34.79,0.9,31.31,Muller GmbH,IDEMP-001097,2025-01-06T10:15:00Z,0
TX-0000523,423.68,0.9,953.28,Muller GmbH,IDEMP-000523,2025-01-06T10:30:00Z,1
TX-0000524,489.22,1.1,538.14,Nino Store,IDEMP-001348,2025-01-06T10:45:00Z,0
TX-0000525,145.77,1.25,182.21,Muller GmbH,IDEMP-000525,2025-01-06T11:00:00Z,0
TX-0000526,275.14,0.9,247.63,Sao Mart,IDEMP-000526,2025-01-06T11:15:00Z,0
TX-0000527,217.56,1.0,217.56,Cafe Central,IDEMP-000757,2025-01-06T11:30:00Z,0
TX-0000528,43.58,1.0,43.58,Cafe Central,IDEMP-000528,2025-01-06T11:45:00Z,0
TX-0000529,257.13,1.25,321.41,SÃ£o Mart,IDEMP-000529,2025-01-06T12:00:00Z,0
TX-0000530,448.83,1.0,448.83,Nino Store,IDEMP-000530,2025-01-06T12:15:00Z,0
TX-0000531,86.87,1.1,95.56,Cafe Central,IDEMP-000531,2025-01-06T12:30:00Z,0
TX-0000532,114.99,0.9,103.49,Sao Mart,IDEMP-000532,2025-01-06T12:45:00Z,0
